"code","latest_ecp","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010"
"AGRC7031","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=32393","","","","","","","","","  S2    ","","  S2    "
"AGRC7039","","","","","","","","","","","",""
"AGRC7036","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=64893","","","","","","","S1      ","S1      ","S1      ","S1      ","S1      "
"AGRC7041","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=42999","","","","","","","","","S1      ","S1      ","S1      "
"AGRC7040","","","","","","","","","","","",""
"AGRC7045","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99806","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","","",""
"AGRC7046","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96562","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","","","",""
"AGRC7042","","","","","","","","","","","",""
"AGRC7048","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92579","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","","",""
"AGRC7043","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94999","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","S1      ","S1      ","",""
"AGRC7049","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99101","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","","","",""
"AGRC7044","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=66483","","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"AGRC7050","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95925","","S1      ","S1      ","S1      ","S1      ","S1      ","","","","",""
"AGRC7047","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92560","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","","",""
"AGRC7051","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90776","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","","","",""
"AGRC7052","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95885","","S1      ","S1      ","S1      ","","","","","","",""
"AGRC7123","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99037","","S1      ","S1      ","S1      ","S1      ","S1      ","","","","",""
"AGRC7501","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94276","","  S2    ","  S2    ","  S2    ","","","","","","",""
"AGRC7520","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95253","","  S2    ","S1      ","","","","","  S2    ","","",""
"AGRC7605","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=73570","","","","","","S1S2    ","S1S2    ","","","",""
"AGRC7611","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=101114","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"AGRC7618","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100320","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"AGRC7612","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=77152","","","","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"AGRC7619","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95349","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ANAT1005","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94881","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ANAT1012","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91824","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"AGRC7617","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100982","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","","S1      "
"AGRC7613","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=77237","","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ANAT1018","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97387","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ANAT1020","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100527","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ANAT1019","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94882","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ANAT2005","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94885","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ANAT2000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91164","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ANAT1022","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94256","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ANAT2029","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93032","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ANAT3022","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94886","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ANAT2012","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100528","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ANAT6001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=63106","","","","","","","","","    SS  ","    SS  ","    SS  "
"ANAT7000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91425","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","    SS  ","    SS  ","    SS  ","    SS  "
"ANAT7018","","","","","","  S2    ","  S2    ","  S2    ","","  S2    ","  S2    ","  S2    "
"ANCH1250","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94860","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ANCH1240","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96664","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ANCH2030","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98590","","S1      ","S1      ","S1      ","  S2    ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ANCH2040","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=88026","","  S2    ","","  S2    ","","  S2    ","","  S2    ","","  S2    ","  S2    "
"ANCH2050","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=89971","","    SS  ","","    SS  ","","    SS  ","","    SS  ","","    SS  ","    SS  "
"ANCH2130","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95155","","","  S2    ","","S1      ","","S1      ","","S1      ","S1      ",""
"ANCH2070","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=71719","","","","","","","    SS  ","","    SS  ","",""
"ANCH2230","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97524","","S1      ","","  S2    ","","S1      ","","S1      ","","S1      ",""
"ANCH2240","","","","","","","","","","","",""
"ANCH2270","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94026","","","S1      ","","  S2    ","","S1      ","","S1      ","","  S2    "
"ANCH2280","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=88642","","","","  S2    ","","  S2    ","","  S2    ","","",""
"ANCH2250","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95154","","","S1      ","","","","","S1      ","","",""
"ANCH2290","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100870","","S1      ","","S1      ","","S1      ","","  S2    ","","  S2    ","S1      "
"ANCH2310","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=83278","","  S2    ","","","S1      ","","","","","",""
"ANCH2431","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95330","","","  S2    ","","","","","","","",""
"ANCH2500","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=83611","","  S2    ","","","  S2    ","","  S2    ","","  S2    ","",""
"ANCH3010","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=40220","","","","","","","","","","S1      ","S1      "
"ANCH2900","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95601","","","    SS  ","","    SS  ","    SS  ","","","","",""
"ANCH3020","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95149","","","  S2    ","","  S2    ","","  S2    ","","  S2    ","  S2    ","  S2    "
"ANCH6850","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97536","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ANCH6860","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94809","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ANCH6900","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94238","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ANCH6910","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98833","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ANCH6920","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91777","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ANCH7030","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=46963","","","","","","","","","S1      ","S1      ","S1      "
"ANCH7130","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=38497","","","","","","","","","","S1      ",""
"ANCH7160","","","","","","","","","","","",""
"ANCH3030","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=85060","","  S2    ","","S1      ","","  S2    ","","  S2    ","","  S2    ","  S2    "
"ANCH7230","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=40026","","","","","","","","","","S1      ",""
"ANCH7270","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=33532","","","","","","","","","","","  S2    "
"ANCH7280","","","","","","","","","","","",""
"ANCH7290","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=39004","","","","","","","","","","  S2    ","S1      "
"ANCH7300","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=33692","","","","","","","","","","","  S2    "
"ANCH7910","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=46066","","","","","","","","S1      ","S1      ","S1      ","S1      "
"ANCH7920","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=59231","","","","","","","","  S2    ","  S2    ","  S2    ","  S2    "
"ANCH7961","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=44971","","","","","","","","","S1S2    ","S1      ","S1S2    "
"ANCH7971","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=46085","","","","","","","","","  S2    ","  S2    ","S1S2    "
"ANCH7980","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=47059","","","","","","","","S1      ","S1      ","S1      ","S1      "
"ANIM1003","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=49173","","","","","","","","","S1      ","S1      ","S1      "
"ANCH7982","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=59301","","","","","","","","  S2    ","  S2    ","  S2    ","  S2    "
"ANIM1006","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91951","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","S1S2    ","S1      ","S1      "
"ANIM1008","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=75785","","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ANIM1014","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100481","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1  SS  ","S1  SS  "
"ANIM1018","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90604","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"ANCH7981","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=59720","","","","","","","","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"ANIM1020","","","  S2    ","","","","","","","","",""
"ANIM1024","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=82700","","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ANIM1026","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91256","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"ANIM1115D","","","S1S2    ","S1S2    ","S1S2    ","S1      ","S1      ","","","","",""
"ANIM1909C","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=48830","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ANIM1910C","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=48831","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ANIM1966","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=48050","","","","","","","","","  S2    ","  S2    ","  S2    "
"ANIM2002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=58554","","","","","","","","S1      ","S1      ","S1      ","S1      "
"ANIM2006","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=48709","","","","","","","","S1      ","S1      ","S1      ","S1      "
"ANIM1060","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=69434","","","","","","","S1      ","","","",""
"ANIM2005","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=48610","","","","","","","","","S1      ","S1      ","S1      "
"ANIM1110D","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","","",""
